Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src
classic-yellow-eraser,Classic Yellow Eraser,"<p>This is a highly reliable classic yellow eraser, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Eraser,"office, stationary, classic, yellow",TRUE,Color,Yellow,SKU-86984,500,shopify,301,deny,manual,77.7,93.24,TRUE,TRUE,https://images.unsplash.com/photo-1497032628192-86f99bcd76bc?random=157
vintage-brown-comb,Vintage Brown Comb,"<p>This is a highly reliable vintage brown comb, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Comb,"personal care, vintage, brown",TRUE,Color,Brown,SKU-52429,100,shopify,437,deny,manual,87.75,,TRUE,TRUE,https://images.unsplash.com/photo-1556228578-0d85b1a4d571?random=758
vintage-black-blackout-curtains,Vintage Black Blackout Curtains,"<p>This is a highly reliable vintage black blackout curtains, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Blackout Curtains,"home, bedroom, vintage, black",TRUE,Color,Black,SKU-53587,250,shopify,229,deny,manual,68.72,,TRUE,TRUE,https://images.unsplash.com/photo-1513694203232-719a280e022f?random=605
pro-white-daily-vitamins,Pro White Daily Vitamins,"<p>This is a highly reliable pro white daily vitamins, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Daily Vitamins,"health, safety, pro, white",TRUE,Color,White,SKU-43172,1000,shopify,454,deny,manual,20.47,,TRUE,TRUE,https://images.unsplash.com/photo-1583947215259-38e31be8751f?random=459
premium-yellow-first-aid-kit,Premium Yellow First Aid Kit,"<p>This is a highly reliable premium yellow first aid kit, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,First Aid Kit,"health, safety, premium, yellow",TRUE,Color,Yellow,SKU-54326,1000,shopify,271,deny,manual,142.32,170.78,TRUE,TRUE,https://images.unsplash.com/photo-1583947215259-38e31be8751f?random=729
ultra-pink-picture-frame,Ultra Pink Picture Frame,"<p>This is a highly reliable ultra pink picture frame, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Picture Frame,"home, bedroom, ultra, pink",TRUE,Color,Pink,SKU-40338,100,shopify,139,deny,manual,107.26,,TRUE,TRUE,https://images.unsplash.com/photo-1513694203232-719a280e022f?random=200
classic-green-extension-cord,Classic Green Extension Cord,"<p>This is a highly reliable classic green extension cord, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Extension Cord,"electronics, tech, classic, green",TRUE,Color,Green,SKU-70239,500,shopify,406,deny,manual,142.75,171.3,TRUE,TRUE,https://images.unsplash.com/photo-1498049794561-7780e7231661?random=943
luxury-blue-sponge,Luxury Blue Sponge,"<p>This is a highly reliable luxury blue sponge, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Sponge,"cleaning, household, luxury, blue",TRUE,Color,Blue,SKU-98797,1000,shopify,363,deny,manual,66.73,,TRUE,TRUE,https://images.unsplash.com/photo-1584820927498-cafe2c111059?random=541
classic-navy-hand-sanitizer,Classic Navy Hand Sanitizer,"<p>This is a highly reliable classic navy hand sanitizer, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Hand Sanitizer,"personal care, classic, navy",TRUE,Color,Navy,SKU-33422,1000,shopify,359,deny,manual,88.55,106.26,TRUE,TRUE,https://images.unsplash.com/photo-1556228578-0d85b1a4d571?random=67
vintage-black-laundry-detergent,Vintage Black Laundry Detergent,"<p>This is a highly reliable vintage black laundry detergent, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Laundry Detergent,"cleaning, household, vintage, black",TRUE,Color,Black,SKU-26248,250,shopify,358,deny,manual,11.82,,TRUE,TRUE,https://images.unsplash.com/photo-1584820927498-cafe2c111059?random=482
ultra-orange-broom,Ultra Orange Broom,"<p>This is a highly reliable ultra orange broom, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Broom,"cleaning, household, ultra, orange",TRUE,Color,Orange,SKU-41539,250,shopify,324,deny,manual,91.47,,TRUE,TRUE,https://images.unsplash.com/photo-1584820927498-cafe2c111059?random=36
essential-gray-pop-up-toaster,Essential Gray Pop-up Toaster,"<p>This is a highly reliable essential gray pop-up toaster, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Pop-up Toaster,"kitchen, dining, essential, gray",TRUE,Color,Gray,SKU-63714,1000,shopify,61,deny,manual,37.52,,TRUE,TRUE,https://images.unsplash.com/photo-1556910103-1c02745a872f?random=357
smart-white-dental-floss,Smart White Dental Floss,"<p>This is a highly reliable smart white dental floss, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Dental Floss,"personal care, smart, white",TRUE,Color,White,SKU-36469,1000,shopify,488,deny,manual,126.96,,TRUE,TRUE,https://images.unsplash.com/photo-1556228578-0d85b1a4d571?random=664
modern-pink-throw-blanket,Modern Pink Throw Blanket,"<p>This is a highly reliable modern pink throw blanket, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Throw Blanket,"home, bedroom, modern, pink",TRUE,Color,Pink,SKU-45417,500,shopify,387,deny,manual,86.82,,TRUE,TRUE,https://images.unsplash.com/photo-1513694203232-719a280e022f?random=395
modern-navy-first-aid-kit,Modern Navy First Aid Kit,"<p>This is a highly reliable modern navy first aid kit, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,First Aid Kit,"health, safety, modern, navy",TRUE,Color,Navy,SKU-80175,1000,shopify,255,deny,manual,42.46,,TRUE,TRUE,https://images.unsplash.com/photo-1583947215259-38e31be8751f?random=173
essential-navy-cotton-underwear,Essential Navy Cotton Underwear,"<p>This is a highly reliable essential navy cotton underwear, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Cotton Underwear,"apparel, accessories, essential, navy",TRUE,Color,Navy,SKU-43724,250,shopify,292,deny,manual,127.8,153.36,TRUE,TRUE,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?random=924
essential-gray-coffee-mug,Essential Gray Coffee Mug,"<p>This is a highly reliable essential gray coffee mug, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Coffee Mug,"kitchen, dining, essential, gray",TRUE,Color,Gray,SKU-21578,1000,shopify,126,deny,manual,135.67,,TRUE,TRUE,https://images.unsplash.com/photo-1556910103-1c02745a872f?random=726
ultra-purple-soup-bowl,Ultra Purple Soup Bowl,"<p>This is a highly reliable ultra purple soup bowl, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Soup Bowl,"kitchen, dining, ultra, purple",TRUE,Color,Purple,SKU-92144,1000,shopify,260,deny,manual,27.99,33.59,TRUE,TRUE,https://images.unsplash.com/photo-1556910103-1c02745a872f?random=384
ultra-gray-smart-plug,Ultra Gray Smart Plug,"<p>This is a highly reliable ultra gray smart plug, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Smart Plug,"electronics, tech, ultra, gray",TRUE,Color,Gray,SKU-52438,100,shopify,320,deny,manual,86.17,103.4,TRUE,TRUE,https://images.unsplash.com/photo-1498049794561-7780e7231661?random=692
luxury-blue-mop,Luxury Blue Mop,"<p>This is a highly reliable luxury blue mop, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Mop,"cleaning, household, luxury, blue",TRUE,Color,Blue,SKU-91886,250,shopify,32,deny,manual,147.59,177.11,TRUE,TRUE,https://images.unsplash.com/photo-1584820927498-cafe2c111059?random=446
ultra-blue-blackout-curtains,Ultra Blue Blackout Curtains,"<p>This is a highly reliable ultra blue blackout curtains, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Blackout Curtains,"home, bedroom, ultra, blue",TRUE,Color,Blue,SKU-73311,500,shopify,304,deny,manual,37.67,,TRUE,TRUE,https://images.unsplash.com/photo-1513694203232-719a280e022f?random=440
luxury-gray-wall-clock,Luxury Gray Wall Clock,"<p>This is a highly reliable luxury gray wall clock, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Wall Clock,"home, bedroom, luxury, gray",TRUE,Color,Gray,SKU-28384,100,shopify,23,deny,manual,101.99,122.39,TRUE,TRUE,https://images.unsplash.com/photo-1513694203232-719a280e022f?random=111
everyday-green-sponge,Everyday Green Sponge,"<p>This is a highly reliable everyday green sponge, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Sponge,"cleaning, household, everyday, green",TRUE,Color,Green,SKU-77189,500,shopify,483,deny,manual,70.16,84.19,TRUE,TRUE,https://images.unsplash.com/photo-1584820927498-cafe2c111059?random=786
vintage-pink-can-opener,Vintage Pink Can Opener,"<p>This is a highly reliable vintage pink can opener, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Can Opener,"kitchen, dining, vintage, pink",TRUE,Color,Pink,SKU-35053,500,shopify,21,deny,manual,125.92,151.1,TRUE,TRUE,https://images.unsplash.com/photo-1556910103-1c02745a872f?random=82
eco-friendly-white-cutting-board,Eco-friendly White Cutting Board,"<p>This is a highly reliable eco-friendly white cutting board, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Cutting Board,"kitchen, dining, eco-friendly, white",TRUE,Color,White,SKU-84746,1000,shopify,290,deny,manual,39.22,,TRUE,TRUE,https://images.unsplash.com/photo-1556910103-1c02745a872f?random=717
smart-silver-blender,Smart Silver Blender,"<p>This is a highly reliable smart silver blender, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Blender,"kitchen, dining, smart, silver",TRUE,Color,Silver,SKU-12447,100,shopify,231,deny,manual,31.43,,TRUE,TRUE,https://images.unsplash.com/photo-1556910103-1c02745a872f?random=666
premium-green-iron,Premium Green Iron,"<p>This is a highly reliable premium green iron, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Iron,"cleaning, household, premium, green",TRUE,Color,Green,SKU-63536,100,shopify,393,deny,manual,22.15,26.58,TRUE,TRUE,https://images.unsplash.com/photo-1584820927498-cafe2c111059?random=180
durable-pink-conditioner,Durable Pink Conditioner,"<p>This is a highly reliable durable pink conditioner, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Conditioner,"personal care, durable, pink",TRUE,Color,Pink,SKU-92421,250,shopify,147,deny,manual,132.79,,TRUE,TRUE,https://images.unsplash.com/photo-1556228578-0d85b1a4d571?random=965
smart-white-first-aid-kit,Smart White First Aid Kit,"<p>This is a highly reliable smart white first aid kit, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,First Aid Kit,"health, safety, smart, white",TRUE,Color,White,SKU-66666,500,shopify,396,deny,manual,13.19,15.83,TRUE,TRUE,https://images.unsplash.com/photo-1583947215259-38e31be8751f?random=91
vintage-gold-bath-towel,Vintage Gold Bath Towel,"<p>This is a highly reliable vintage gold bath towel, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Bath Towel,"personal care, vintage, gold",TRUE,Color,Gold,SKU-23499,1000,shopify,465,deny,manual,146.85,176.22,TRUE,TRUE,https://images.unsplash.com/photo-1556228578-0d85b1a4d571?random=785
basic-blue-bed-sheets,Basic Blue Bed Sheets,"<p>This is a highly reliable basic blue bed sheets, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Bed Sheets,"home, bedroom, basic, blue",TRUE,Color,Blue,SKU-60321,100,shopify,84,deny,manual,65.98,79.18,TRUE,TRUE,https://images.unsplash.com/photo-1513694203232-719a280e022f?random=754
minimalist-blue-iron,Minimalist Blue Iron,"<p>This is a highly reliable minimalist blue iron, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Iron,"cleaning, household, minimalist, blue",TRUE,Color,Blue,SKU-18458,250,shopify,114,deny,manual,26.11,,TRUE,TRUE,https://images.unsplash.com/photo-1584820927498-cafe2c111059?random=793
luxury-green-bucket,Luxury Green Bucket,"<p>This is a highly reliable luxury green bucket, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Bucket,"cleaning, household, luxury, green",TRUE,Color,Green,SKU-25466,250,shopify,289,deny,manual,136.23,,TRUE,TRUE,https://images.unsplash.com/photo-1584820927498-cafe2c111059?random=160
pro-navy-highlighter,Pro Navy Highlighter,"<p>This is a highly reliable pro navy highlighter, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Highlighter,"office, stationary, pro, navy",TRUE,Color,Navy,SKU-80838,100,shopify,355,deny,manual,112.24,134.69,TRUE,TRUE,https://images.unsplash.com/photo-1497032628192-86f99bcd76bc?random=412
smart-brown-basic-t-shirt,Smart Brown Basic T-Shirt,"<p>This is a highly reliable smart brown basic t-shirt, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Basic T-Shirt,"apparel, accessories, smart, brown",TRUE,Color,Brown,SKU-69191,500,shopify,281,deny,manual,50.63,,TRUE,TRUE,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?random=356
